0.0040935345,-0.0018018018,-0.0088553091,0.0021715527,0.011627907,0.0154507945,0.0141509434,0.0153846154,0.0022749431,0.007898201,-0.0100830368,-0.0087365591,0.0166734445,0.0054975821,-0.0081911725,0.0215865032,0.0196592398,0.018921095,-0.0028266332,-0.0161996497,-0.0062246279,0.0025677603,0.0079235609,0.021324953,-0.0029654412,-0.010571523,0.0040075933,0.0044649731,-0.0006138107,-0.016430535,0.0163442508,0.0051094891,-0.0075747142,0.0187435245,-0.006420055
-0.0074581177,-0.0041866029,0.0066241413,-0.008504683,-0.0055504163,-0.0070606695,0.0061016949,-0.0040858018,-0.0200636943,0.0079610792,0.0274223035,-0.0006715917,-0.0112585444,-0.0098785343,-0.0250791975,-0.0155766453,-0.0298175345,-0.033463035,0.0028346457,-0.0150927124,-0.0222281027,-0.0118409924,-0.0092357423,-0.0022676372,-0.0017457968,-0.0042763158,-0.0029442692,0.0047180756,-0.0092235962,0.002310252,-0.0210625,0.0066127847,-0.0037047201,-0.0080351303,0.0119102862
0.0037430168,-0.0005977286,-0.0016329197,-0.0011827957,0.0044134727,-0.0006098092,0.0068259386,-0.0150905433,-0.0060145616,0.0152671756,0.0067484663,-0.005011694,-0.0004019293,-0.0010572953,0.0010570825,-0.0020588841,0.0307474541,-0.0312853374,0.0003150599,0.0047660312,-0.0055263158,0.0059557572,-0.0114129194,0.0054890922,0.0045750886,0.0009878169,-0.0132807636,0.0048966268,0.0118974359,-0.0106730971,-0.0033636477,0.0036873156,-0.0051870052,-0.0087979255,0.0024810048
0.0143367145,0.0054086538,-0.02016,0.0024792498,-0.0155499657,0.004726477,-0.0034013605,-0.0230958231,-0.0062912866,-0.0119787045,0.0105393676,0.0048682223,-0.0200866483,0.0133673469,0.0102790015,0.0132471055,-0.0097083598,-0.0119180633,-0.0084348641,0.0013015184,0.0018455049,-0.0321163876,-0.0121758737,-0.0067937822,-0.0064772727,0.0049636003,-0.0088440971,-0.011827957,-0.0029655384,0.0200196775,-0.0264402668,-0.012381646,-0.0059701493,-0.0017564944,-0.0216929612
-0.0078151355,-0.0006006006,-0.0109194493,0.013768987,-0.0128668172,-0.0091926112,-0.0054127199,0.0377358491,0.0018909549,-0.0174367916,0.0031094527,0.0016815201,0.0143827407,0.0010725778,-0.0103705661,-0.0158094651,-0.0080849694,0.0093984962,-0.0059006211,0.0181095406,0.0098509052,0.0008241758,0.0049852708,0.0037322857,0.0018975332,0.009015025,0.0133388912,-0.0120646483,0.0024602768,0.0163913043,-0.0117463742,0.001093693,0.0047716428,-0.0128673116,-0.0087218045
-0.002467751,0.0072595281,0.0085388237,0.0019708748,0.0049909256,0.0050553473,-0.0033715442,0.0051255766,-0.0078173859,0.0061403509,-0.0024813896,0.0103635746,0.0154158215,-0.0050309991,0.0112892452,-0.000718096,-0.0016066838,-0.0056074766,0.0056214866,-0.0026431718,-0.0073995772,-0.0030128732,0.011228231,-0.0034955257,0.0213178295,-0.003659348,-0.0053897181,-0.0122170589,-0.002250179,0.0116337886,0.0118246316,0.0284964379,-0.0074424899,0.003020595,-0.0180153574
-0.0007845774,-0.0078031212,-0.0054761905,0.0061694392,0.0114731528,-0.0025213006,-0.0191798942,-0.0030659172,0.0088328076,0.0021978022,-0.0049382716,-0.0074198988,-0.0194908512,0.0052104618,0.0006015641,0.0042237561,-0.0020907353,-0.011090573,-0.0009360374,-0.0021978022,-0.0015831135,0.0008223684,0.0036798528,-0.0098845419,0.0145497444,0.0162271805,0.0027021409,-0.0064785166,-0.0169917555,0.0103993067,-0.0134011367,0.0106100796,0.0010837171,0.0091446518,-0.0061637805
-0.0016225592,0.0012019231,0.0081613058,-0.0001101564,-0.0129105323,-0.0037245561,0.0073284477,-0.0076064909,0.0047543582,-0.0008783487,-0.0036900369,0.0176763343,0.026122449,0.0049281314,-0.0046570421,0.0028928608,0.0171298108,0.0324427481,0.0110410095,-0.0108695652,0.0055717697,-0.0040950041,0.001843318,0.0009145328,-0.0011783189,-0.0037049512,0.0020828994,-0.0060691289,0.0002514205,-0.0143026108,0.0086898799,-0.0067745578,0.0101258894,-0.0065155547,-0.0040923707
-0.0010060924,-0.0006006006,0.0293197167,0.0064301552,-0.0024853141,0.0211392181,0.0344589938,-0.0184171229,0.008309364,-0.0043725404,-0.0048959608,0.0111053271,-0.0203918433,-0.0027133569,0.0066974751,0.0023819387,-0.0160588439,0,0.0166773573,-0.0191897655,0.0053347559,-0.0070479805,0.010948055,0.0082427562,0.0126884372,-0.0070234114,-0.0022859518,0.0087352546,-0.00565,0.0100884956,0.0151932855,0.0215301807,0.0006846501,0.0182208933,0.0079552151
-0.0018967922,0.0018050542,0.0040519309,-0.0131291028,0.0079708495,-0.0164419313,-0.0115803815,0.0070175439,0.0074050225,-0.0086692674,-0.0030506406,0.0075174825,0.0088745462,-0.0022475354,0.0043723934,0.0004144219,-0.0018962447,-0.025297619,0.0064557779,0.0008536065,0.000266809,-0.0018939394,0.0049157303,0.0033080093,0.0304955527,-0.0096058297,0.0210057288,-0.00460761,0.0069986406,0.0226244344,0.0057301294,-0.0045924225,0.0070325427,-0.0011200299,-0.0026447252
0.0038642473,-0.0006013229,8.26993053257841E-05,-0.0005467469,-0.0024988642,-0.0139818151,-0.038637852,-0.0049875312,-0.0012861736,-0.0068876453,-0.0072683222,-0.0064269585,0.0060876623,-0.0089602106,-0.0109773136,-0.0017581963,-0.0134241762,-0.0099447514,-0.0168200571,-0.0084638172,-0.0154977673,0.0010834236,-0.0111111111,-0.0093590313,-0.0069198518,-0.0042875989,-0.0046462513,-0.0098601913,-0.00695,-0.0114289548,-0.0154088813,0.005,-0.0015145257,-0.0097966728,0.0078483637
-0.0138620423,0.0030156815,-0.0300794096,-0.0092091008,-0.0063205418,0.0090012117,-0.005859375,-0.0171568627,-0.0063897764,0.0233480176,-0.0018137848,0.0180371353,0.0318257956,-0.0030281619,0.0020666667,-0.0108439898,-0.0141931464,0.0059281215,0.0115569823,-0.0050526316,-0.0013116474,-0.0016224986,-0.0132480585,-0.0067032634,0.0176884838,-0.0009884679,-0.0029479891,0.0024341669,-0.00009999,0.0101897876,0.0025544338,-0.0011525163,0.0001377031,-0.0121427919,-0.0055956413
0.0061121298,0.0091296409,0.0045930701,0.0010845987,0.0264133457,-0.0087508579,0.0019569472,0.0064134188,-0.0101201771,0.0079928952,-0.0030138638,-0.0078947368,0.0075949367,0.0028850534,0.009353341,0.0262467192,-0.0236632399,0.0040922619,0.0113636364,-0.0033571129,0.0114088618,0.0002704896,-0.0070310728,-0.0052139074,-0.006993007,-0.0088177662,-0.0137071651,0.007580825,-0.0078373016,0.003673636,0.001644837,-0.0057295646,0.0002754821,0.0048623853,-0.0133662647
0.0082352941,0.0217661692,0.014386137,-0.0008669267,-0.0150616157,0.0197725284,0.0072273325,0.0014822134,0.0121638924,0.0008888889,0.0060642814,0.0279531109,0.0162950257,0.0046783626,0.008824927,0.0046408607,0.0262701177,-0.0099447514,0.003257329,0.0097457627,0.0126276196,0.0235326689,0.0130974265,0.0206991205,0.0127478754,0.0196470196,-0.0116995074,0.0304817339,-0.0024740228,0.0033446338,0.0071787949,0.0011472275,0.0153846154,0.005813417,0.0120570504
0.0045585008,-0.000621504,-0.0077858881,-0.0115681234,0.0013711152,-0.0076402153,-0.0142487047,-0.0222222222,0.0222513089,0.0071620412,-0.0125748503,-0.0185840708,-0.0118644068,-0.0071190548,-0.001017225,0.0016904385,0.0074339623,0.0130597015,0.0175671197,-0.0104821803,-0.0087882823,-0.0024855012,0,-0.0175834457,0.0043094431,0.0070422535,0.0032948929,-0.0017584098,0.0093896714,-0.0157653118,-0.0082151768,0.0034535687,0.0014005602,0.0145103913,0.0105497771
-0.0070965579,0.0196451204,-0.009877138,-0.0095480586,-0.009057971,-0.0131094165,-0.0307595731,-0.0038498556,-0.0176792028,-0.0026785714,-0.0262390671,-0.0298763736,-0.0150250417,-0.0097495125,-0.0009485095,-0.0275351896,-0.0026345502,-0.0040876997,0.000331565,-0.0070774355,0.0016004268,0.0086350975,-0.0191570881,-0.0046288688,-0.0126409716,-0.031503735,-0.0024650781,-0.0083396513,-0.0084191759,0.0012331839,-0.0274029356,-0.0061022121,-0.0253890254,-0.0145756458,-0.0250615674
0.0056757516,-0.0012658228,-0.00376,0.0015938795,0.0151724138,-0.0057079571,-0.0172732881,-0.0146989094,-0.0051167253,0.0117434508,-0.006373117,-0.0005148447,-0.0127729707,-0.0234363556,-0.0060606061,-0.0100691619,0.0012435467,0.0056053812,-0.0242639922,-0.0115226337,-0.0013319126,0.0257142857,-0.0107023411,-0.0212583438,-0.0160955981,0.0078559738,-0.00061589,-0.0028726943,-0.0053691936,0.0174750194,0.0110705523,-0.0053110774,0.0004096682,-0.0366157128,-0.0074766355
-0.0064209939,-0.0106449593,0.0304179375,-0.0035997882,0.011863224,-0.0039035981,-0.0097739768,-0.0103237916,0.0215615812,-0.0268131868,-0.009184845,-0.0006859887,-0.0134146341,-0.0015599864,0.0016863406,-0.0033451597,-0.0219178082,0.0048817124,-0.0022595223,0.0041322314,-0.0005324814,0.0074841681,-0.0051020408,-0.0122073933,0.0145148654,-0.0077947386,0.0012332991,-0.0160666468,-0.0009350394,-0.0141022469,0.0054753309,-0.0071563089,0.004526749,-0.0160895418,-0.0064285714
0.0110076207,0.0037712131,0.0019823243,-0.000740584,0.001397624,0.001019368,0.0142503098,0.0269879518,0.0095646438,-0.0043763676,-0.0062749572,-0.0032478632,-0.0016233766,0.0003901487,0.0057666214,0.010654646,-0.0228808778,-0.0078241431,0.0025889968,0.0159529807,0.0037413148,0.0002879355,0.0264116576,0.0044685605,-0.0010709725,0.0019524894,-0.0479452055,0.0121207559,0.0029119984,0.0039742576,-0.010537596,0.0026435045,-0.0068119891,0.0036861506,-0.0080770866
