0.0040935345,-0.0018018018,-0.0088553091,0.0021715527,0.011627907,-0.0100830368,-0.0087365591,0.0166734445,0.0054975821,-0.0081911725
-0.0074581177,-0.0041866029,0.0066241413,-0.008504683,-0.0055504163,0.0274223035,-0.0006715917,-0.0112585444,-0.0098785343,-0.0250791975
0.0037430168,-0.0005977286,-0.0016329197,-0.0011827957,0.0044134727,0.0067484663,-0.005011694,-0.0004019293,-0.0010572953,0.0010570825
0.0143367145,0.0054086538,-0.02016,0.0024792498,-0.0155499657,0.0105393676,0.0048682223,-0.0200866483,0.0133673469,0.0102790015
-0.0078151355,-0.0006006006,-0.0109194493,0.013768987,-0.0128668172,0.0031094527,0.0016815201,0.0143827407,0.0010725778,-0.0103705661
-0.002467751,0.0072595281,0.0085388237,0.0019708748,0.0049909256,-0.0024813896,0.0103635746,0.0154158215,-0.0050309991,0.0112892452
-0.0007845774,-0.0078031212,-0.0054761905,0.0061694392,0.0114731528,-0.0049382716,-0.0074198988,-0.0194908512,0.0052104618,0.0006015641
-0.0016225592,0.0012019231,0.0081613058,-0.0001101564,-0.0129105323,-0.0036900369,0.0176763343,0.026122449,0.0049281314,-0.0046570421
-0.0010060924,-0.0006006006,0.0293197167,0.0064301552,-0.0024853141,-0.0048959608,0.0111053271,-0.0203918433,-0.0027133569,0.0066974751
-0.0018967922,0.0018050542,0.0040519309,-0.0131291028,0.0079708495,-0.0030506406,0.0075174825,0.0088745462,-0.0022475354,0.0043723934
0.0038642473,-0.0006013229,8.26993053257841E-05,-0.0005467469,-0.0024988642,-0.0072683222,-0.0064269585,0.0060876623,-0.0089602106,-0.0109773136
-0.0138620423,0.0030156815,-0.0300794096,-0.0092091008,-0.0063205418,-0.0018137848,0.0180371353,0.0318257956,-0.0030281619,0.0020666667
0.0061121298,0.0091296409,0.0045930701,0.0010845987,0.0264133457,-0.0030138638,-0.0078947368,0.0075949367,0.0028850534,0.009353341
0.0082352941,0.0217661692,0.014386137,-0.0008669267,-0.0150616157,0.0060642814,0.0279531109,0.0162950257,0.0046783626,0.008824927
0.0045585008,-0.000621504,-0.0077858881,-0.0115681234,0.0013711152,-0.0125748503,-0.0185840708,-0.0118644068,-0.0071190548,-0.001017225
-0.0070965579,0.0196451204,-0.009877138,-0.0095480586,-0.009057971,-0.0262390671,-0.0298763736,-0.0150250417,-0.0097495125,-0.0009485095
0.0056757516,-0.0012658228,-0.00376,0.0015938795,0.0151724138,-0.006373117,-0.0005148447,-0.0127729707,-0.0234363556,-0.0060606061
-0.0064209939,-0.0106449593,0.0304179375,-0.0035997882,0.011863224,-0.009184845,-0.0006859887,-0.0134146341,-0.0015599864,0.0016863406
0.0110076207,0.0037712131,0.0019823243,-0.000740584,0.001397624,-0.0062749572,-0.0032478632,-0.0016233766,0.0003901487,0.0057666214
-0.003935901,0,-0.0110276099,-0.0026379656,-0.0083160083,0.0121247113,0.001026694,0.0131578947,-0.0009257455,0.0026528808
-0.0040878038,0.003785489,0.0204217721,-0.0082670573,0.0100326645,-0.013667426,0.0039512111,-0.0016420361,0.0066705905,-0.0110991524
-0.0012304251,0.0044359949,0.0148029098,-0.017377892,0.0084705882,-0.0028392959,0.0036206897,-0.0185334408,0.0114098621,-0.0022818792
-0.0039552114,0.0031786395,0.0019493177,0.024115417,0.0315533981,0.0238372093,0.0008628128,0.004451639,-0.0103102907,-0.0165665633
