Date,Open,High,Low,Close,Adj Close,Volume,Clase
2015-02-03,41.59,41.849998,41.330002,41.529999,39.967129,54357785,1
2015-02-04,41.52,42.049999,41.520000,41.68,40.111492,59866097,1
2015-02-05,41.830002,42.5,41.759998,42.439999,40.842884,49766276,0
2015-02-06,42.57,42.82,42.529999,42.700001,41.093102,43821080,1
2015-02-09,42.549999,42.849998,42.419998,42.799999,41.189346,39306335,-1
2015-02-10,42.799999,43.139999,42.560001,42.630001,41.025738,43597466,1
2015-02-11,42.630001,42.630001,41.880001,41.91,40.332832,45805691,-1
2015-02-13,43.07,43.259998,42.980000,43.099998,41.47805,36143026,-1
2015-02-16,43.02,43.169998,42.880001,42.93,41.314445,6011912,1
2015-02-17,43.0,43.330002,42.619999,43.299999,41.670525,50709616,1
2015-02-18,43.5,43.549999,42.880001,43.09,41.468418,80803429,1
2015-02-19,42.869999,43.360001,42.869999,43.290001,41.660904,27741795,0
2015-02-20,43.27,43.630001,43.099998,43.599998,41.959229,49596689,0
2015-02-23,43.59,43.77,43.480000,43.709999,42.065086,40636262,1
2015-02-24,43.73,44.080002,43.669998,43.939999,42.295635,57199056,0
2015-02-25,43.82,44.060001,43.650002,43.830002,42.189758,82309943,0
2015-02-26,43.73,44.48,43.730000,44.389999,42.728794,47026854,-1
2015-02-27,44.389999,44.389999,44.000000,44.189999,42.536282,40371254,-1
2015-03-02,44.189999,44.32,43.599998,43.939999,42.295635,45333951,0
2015-03-03,43.810001,43.830002,43.529999,43.610001,41.977985,54079138,0
2015-03-04,43.610001,43.610001,43.130001,43.279999,41.660336,50370207,0
2015-03-05,43.299999,43.779999,43.290001,43.490002,41.862473,56969648,0
2015-03-06,43.27,43.450001,43.130001,43.240002,41.62183,77381355,0
2015-03-09,43.009998,43.310001,43.009998,43.259998,41.641075,39680845,1
2015-03-10,43.150002,43.23,42.689999,43.009998,41.400436,72994155,1
2015-03-11,42.810001,43.32,42.810001,43.23,41.612198,47502729,1
2015-03-12,43.299999,44.130001,43.299999,44.060001,42.411148,55749827,1
2015-03-13,43.84,44.099998,43.720001,44.009998,42.36301,23762050,0
2015-03-17,43.98,44.0,43.709999,43.790001,42.151241,24236962,0
2015-03-18,43.790001,44.48,43.500000,44.380001,42.719177,91821350,-1
2015-03-19,44.400002,44.400002,43.950001,44.150002,42.497776,60923337,0
2015-03-20,44.220001,44.369999,43.970001,44.02,42.372639,50247590,0
2015-03-24,44.099998,44.240002,44.009998,44.060001,42.411148,32667826,0
2015-03-25,44.150002,44.18,43.500000,43.59,41.958725,58490587,1
2015-03-26,43.59,43.59,43.150002,43.259998,41.642319,44992749,1
2015-03-27,43.200001,43.700001,43.119999,43.639999,42.008114,57350395,1
2015-03-30,43.66,44.02,43.660000,43.93,42.287262,46609268,1
2015-03-31,43.709999,43.900002,43.560001,43.709999,42.075489,46147376,1
2015-04-01,43.84,44.240002,43.799999,44.189999,42.53754,43451996,1
2015-04-06,44.049999,44.93,43.820000,44.889999,43.211369,45181945,1
2015-04-07,44.799999,45.209999,44.759998,45.040001,43.355766,43230374,1
2015-04-08,45.049999,45.369999,44.970001,45.02,43.336502,48500919,1
2015-04-09,45.049999,45.209999,44.919998,44.98,43.298,36295014,0
2015-04-14,44.799999,45.110001,44.799999,45.029999,43.34613,36634448,0
2015-04-15,45.150002,45.470001,45.099998,45.279999,43.586788,53806834,0
2015-04-16,45.200001,45.52,45.090000,45.490002,43.788937,30866599,1
2015-04-17,45.27,45.450001,44.959999,45.029999,43.34613,55448558,0
2015-04-20,45.209999,45.299999,44.980000,45.099998,43.413509,30007383,1
2015-04-21,45.200001,45.490002,45.160000,45.330002,43.634918,59060565,1
2015-04-22,45.290001,45.369999,45.099998,45.290001,43.596413,20861339,1
2015-04-23,45.110001,45.580002,45.110001,45.529999,43.827438,40293188,0
2015-04-24,45.419998,46.0,45.419998,45.919998,44.202854,41134514,-1
2015-04-27,45.93,46.139999,45.500000,45.52,43.817818,46863370,-1
2015-04-28,45.52,45.52,45.279999,45.369999,43.673424,35589282,-1
2015-04-29,45.290001,45.330002,44.939999,45.02,43.336502,47253668,0
2015-04-30,45.02,45.029999,44.509998,44.630001,42.961098,43641199,-1
